Employee_ID,Year_of_Joining,MonthofJoining,DayofJoining,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
12553,2008,1,19,15384,276912,4,Y,No,6,1,2,80,1,14,3,2,14,14,5,5
12554,2016,12,13,14631,58524,2,Y,Yes,27,4,4,80,2,6,6,3,1,1,1,1
12555,1990,2,12,23199,417582,0,Y,No,16,2,4,80,4,32,3,2,19,13,7,1
12556,1985,5,25,13170,105360,0,Y,No,42,4,3,80,4,37,4,2,18,13,10,4
12557,1993,3,18,21991,21991,5,Y,Yes,4,2,3,80,3,29,4,1,6,5,5,1
12558,1984,10,3,9483,199143,5,Y,No,49,4,1,80,1,38,3,1,23,2,6,5
12559,1988,5,20,8080,32320,2,Y,Yes,13,2,2,80,3,34,3,4,16,6,10,8
12560,2016,5,1,28835,173010,3,Y,Yes,31,1,1,80,1,6,4,1,2,2,2,1
12561,1999,6,1,14335,215025,7,Y,Yes,12,3,4,80,4,23,1,1,1,1,1,1
12562,1982,3,28,26367,527340,3,Y,No,1,2,2,80,4,40,6,2,7,6,5,4
12563,2001,9,27,21872,568672,2,Y,Yes,38,2,3,80,3,21,1,3,8,4,3,4
12564,2007,11,26,21736,239096,3,Y,Yes,13,2,2,80,3,15,4,3,15,3,1,9
12565,2003,9,17,7878,181194,1,Y,No,22,4,1,80,3,19,6,3,17,5,5,6
12566,1998,6,14,30049,600980,4,Y,No,15,4,3,80,3,24,1,3,17,13,17,1
12567,1982,10,23,3012,57228,6,Y,No,40,3,1,80,1,40,1,1,12,10,7,8
12568,2009,5,6,31274,344014,5,Y,Yes,20,1,3,80,3,13,3,1,1,1,1,1
12569,1993,2,18,44305,44305,6,Y,No,47,1,3,80,1,29,6,4,11,11,9,4
12570,2011,7,17,32808,360888,5,Y,No,25,4,2,80,4,11,5,4,4,1,2,4
12571,1982,1,18,22016,286208,2,Y,Yes,20,2,1,80,2,40,2,1,5,1,2,4
12572,1996,9,4,42408,1229832,5,Y,Yes,19,1,3,80,2,26,6,4,13,5,4,8
12573,2001,8,19,31363,501808,8,Y,No,2,1,2,80,3,21,2,1,15,15,1,13
12574,2021,5,3,31149,373788,3,Y,Yes,33,3,1,80,1,1,4,2,1,1,1,1
12575,1992,8,15,2577,77310,0,Y,No,33,3,2,80,2,30,3,2,10,1,6,7
12576,2008,8,26,28620,658260,1,Y,No,0,4,4,80,3,14,1,1,4,4,4,4
12577,1995,3,5,45211,452110,2,Y,Yes,43,2,4,80,3,27,6,4,1,1,1,1
12578,1993,7,22,5025,65325,6,Y,Yes,4,3,4,80,2,29,6,1,11,11,8,3
12579,2018,5,16,5151,139077,8,Y,Yes,15,4,1,80,1,4,1,1,4,4,3,3
12580,2010,8,18,7389,133002,5,Y,No,16,1,3,80,1,12,2,2,11,6,3,9
12581,2011,11,15,45255,814590,3,Y,No,20,1,2,80,2,11,4,1,5,2,3,3
12582,2020,1,21,29555,354660,3,Y,Yes,10,1,3,80,4,2,5,2,1,1,1,1
12583,1985,2,12,23059,507298,3,Y,No,11,1,3,80,4,37,5,2,35,13,26,34
12584,2015,5,5,8155,163100,7,Y,No,40,3,4,80,4,7,3,3,7,3,4,3
12585,1992,6,19,1501,37525,5,Y,No,40,1,4,80,3,30,4,4,17,4,7,7
12586,2012,8,15,49243,1477290,6,Y,Yes,44,4,4,80,2,10,2,4,8,5,6,7
12587,1985,11,25,41076,739368,6,Y,No,26,4,2,80,1,37,4,1,10,2,5,4
12588,2002,10,3,2788,50184,8,Y,No,30,3,1,80,4,20,5,1,11,11,6,1
12589,2011,1,11,34391,481474,6,Y,No,48,1,2,80,1,11,1,1,5,1,3,1
12590,2000,9,4,14696,323312,3,Y,Yes,41,2,4,80,4,22,4,1,17,15,5,17
12591,2008,8,26,6525,169650,2,Y,Yes,31,2,1,80,1,14,6,4,13,12,6,8
12592,2021,7,7,48563,1311201,6,Y,Yes,14,3,4,80,2,1,1,3,1,1,1,1
12593,2016,5,27,17154,394542,5,Y,No,12,3,4,80,4,6,5,4,4,4,2,1
12594,2002,1,28,31844,605036,7,Y,Yes,21,3,4,80,4,20,3,1,17,9,13,8
12595,2007,1,3,12872,25744,5,Y,No,34,2,4,80,1,15,4,3,6,1,1,2
12596,2005,5,5,43620,785160,1,Y,No,28,2,3,80,2,17,2,3,16,11,7,8
12597,1993,6,27,40643,40643,5,Y,No,29,4,3,80,3,29,3,3,21,11,3,2
12598,1990,7,16,23657,520454,3,Y,Yes,30,2,3,80,4,32,5,1,4,1,4,4
12599,2008,4,4,45820,366560,2,Y,Yes,14,1,2,80,2,14,4,3,13,13,13,11
12600,1982,9,25,44938,314566,8,Y,Yes,25,2,1,80,2,40,2,4,37,23,31,28
12601,2005,9,10,40682,935686,8,Y,No,37,4,3,80,4,17,2,2,3,3,2,2
12602,2012,10,17,4365,87300,0,Y,No,9,3,3,80,2,10,1,1,5,4,3,4
12603,1997,10,21,41902,586628,4,Y,Yes,18,4,3,80,4,25,1,4,22,20,11,18
12604,1986,5,12,48804,1366512,6,Y,No,41,2,2,80,4,36,5,4,4,4,1,3
12605,1983,8,19,37911,492843,2,Y,No,47,4,2,80,1,39,1,4,31,6,30,15
12606,2021,8,24,16178,145602,7,Y,Yes,15,2,3,80,1,1,1,3,1,1,1,1
12607,2009,3,12,9573,95730,7,Y,Yes,18,3,2,80,2,13,6,1,3,3,2,1
12608,2003,7,26,33779,945812,0,Y,Yes,28,2,1,80,2,19,3,1,1,1,1,1
12609,2019,4,19,40126,280882,7,Y,No,27,2,2,80,4,3,2,2,2,2,2,2
12610,2018,12,17,28502,798056,5,Y,No,7,3,2,80,2,4,3,4,2,1,2,2
12611,1998,5,28,12808,89656,5,Y,No,34,2,1,80,4,24,6,1,8,3,3,8
12612,1989,9,2,16169,113183,2,Y,Yes,44,4,3,80,2,33,1,4,13,4,6,3
12613,2021,8,21,7127,57016,2,Y,Yes,9,2,1,80,4,1,5,1,1,1,1,1
12614,1984,7,28,49658,695212,1,Y,No,46,4,4,80,3,38,6,4,4,3,4,2
12615,2019,7,15,17193,206316,4,Y,Yes,16,3,4,80,1,3,1,1,3,2,3,1
12616,1994,11,25,17992,215904,6,Y,Yes,10,3,3,80,2,28,3,1,11,4,1,11
12617,1985,5,23,28060,757620,4,Y,No,1,4,3,80,4,37,4,1,22,21,22,8
12618,1993,10,21,1104,3312,8,Y,Yes,8,2,3,80,3,29,5,3,5,2,3,2
12619,2002,9,2,48517,727755,8,Y,Yes,41,2,1,80,4,20,5,3,10,8,9,2
12620,1998,3,24,47448,1281096,1,Y,No,27,2,3,80,4,24,4,2,14,14,13,5
12621,1984,1,16,11257,90056,8,Y,No,15,4,2,80,4,38,3,1,29,2,3,1
12622,2013,10,8,4150,120350,7,Y,Yes,7,3,3,80,4,9,6,2,9,2,5,9
12623,2000,11,5,13869,124821,2,Y,Yes,19,3,4,80,4,22,5,4,21,8,5,12
12624,2014,7,10,41887,544531,6,Y,Yes,9,4,1,80,2,8,6,2,5,3,5,3
12625,1991,1,7,36587,365870,7,Y,No,8,2,2,80,3,31,4,2,29,5,1,15
12626,1999,9,15,29179,262611,2,Y,Yes,31,3,1,80,4,23,2,3,20,19,3,4
12627,2012,9,12,35233,669427,1,Y,Yes,19,1,1,80,2,10,2,2,7,4,5,5
12628,1989,9,3,23280,419040,7,Y,No,22,4,4,80,4,33,1,3,19,15,17,4
12629,2001,7,28,20295,466785,8,Y,No,33,2,1,80,1,21,3,1,8,1,6,2
12630,1985,9,3,7364,139916,7,Y,Yes,43,1,4,80,4,37,1,3,1,1,1,1
12631,2016,10,11,45575,957075,4,Y,Yes,0,4,2,80,3,6,1,2,3,2,1,2
12632,2006,2,9,16183,420758,1,Y,Yes,44,4,4,80,1,16,2,4,8,2,1,8
12633,1993,9,26,42345,550485,5,Y,No,6,2,4,80,4,29,1,4,28,22,19,17
12634,2009,8,7,4889,63557,1,Y,No,40,3,3,80,2,13,3,3,4,1,3,2
12635,2017,12,4,47444,853992,5,Y,Yes,4,1,2,80,2,5,4,3,3,2,3,3
12636,1999,8,4,28211,648853,4,Y,No,27,1,2,80,2,23,4,1,22,9,6,14
12637,1996,10,20,36267,72534,5,Y,Yes,29,4,3,80,3,26,4,3,5,1,2,4
12638,2018,9,25,9666,260982,2,Y,No,33,1,3,80,1,4,6,3,1,1,1,1
12639,2012,5,4,34062,885612,1,Y,Yes,20,4,4,80,1,10,4,1,8,1,1,7
12640,1982,9,19,43003,172012,2,Y,Yes,36,3,4,80,2,40,5,1,38,21,23,15
12641,1989,2,17,41499,1203471,0,Y,Yes,35,3,2,80,4,33,5,2,1,1,1,1
12642,2011,5,10,30554,855512,1,Y,Yes,24,3,1,80,1,11,5,3,3,1,2,3
12643,2019,3,5,22919,458380,1,Y,Yes,3,2,3,80,4,3,6,3,1,1,1,1
12644,2021,3,19,25693,51386,5,Y,No,32,2,1,80,4,1,1,1,1,1,1,1
12645,1988,6,23,18231,109386,5,Y,No,36,3,4,80,3,34,5,2,11,6,6,8
12646,2010,7,24,9079,127106,5,Y,Yes,17,4,3,80,1,12,2,2,9,1,7,5
12647,1988,1,13,1866,50382,2,Y,Yes,6,1,4,80,4,34,5,4,30,5,20,10
12648,2001,10,21,40878,735804,4,Y,No,37,2,1,80,4,21,4,2,2,2,2,1
12649,2003,6,22,24748,717692,5,Y,No,41,1,2,80,2,19,5,1,2,2,2,1
12650,1982,12,4,43651,1309530,7,Y,No,18,2,1,80,4,40,1,2,1,1,1,1
12651,2008,4,2,37708,867284,3,Y,Yes,27,3,2,80,2,14,1,1,1,1,1,1
12652,1982,11,1,33086,959494,2,Y,Yes,43,4,1,80,2,40,6,2,1,1,1,1
12653,1988,12,24,7276,43656,1,Y,No,32,3,1,80,2,34,2,3,22,22,11,9
12654,1985,4,5,26282,394230,6,Y,No,20,2,1,80,2,37,2,3,16,8,5,16
12655,1989,2,21,47300,614900,4,Y,No,20,1,2,80,2,33,3,4,29,26,17,19
12656,1987,2,13,19745,78980,4,Y,Yes,1,3,2,80,3,35,3,1,30,24,21,11
12657,2020,5,17,2322,23220,8,Y,No,4,2,3,80,1,2,4,3,1,1,1,1
12658,1993,5,26,41809,376281,8,Y,Yes,30,2,4,80,2,29,2,2,24,5,19,23
12659,2021,11,13,31141,31141,4,Y,No,13,3,1,80,3,1,4,3,1,1,1,1
12660,2010,3,19,46653,326571,7,Y,Yes,7,1,4,80,4,12,5,2,5,1,5,4
12661,1985,2,13,1521,28899,1,Y,No,15,2,1,80,4,37,6,4,14,6,13,5
12662,1984,10,16,29609,414526,7,Y,No,27,4,2,80,1,38,6,3,23,5,2,12
12663,1994,8,15,19463,564427,6,Y,No,40,2,4,80,4,28,4,3,25,13,14,24
12664,1992,6,19,5946,118920,1,Y,No,12,4,1,80,4,30,4,3,22,14,15,19
12665,2015,3,22,28980,231840,0,Y,Yes,7,4,4,80,1,7,5,2,5,2,2,5
12666,1984,11,11,7818,78180,2,Y,Yes,16,1,2,80,4,38,3,3,14,8,6,7
12667,2009,9,15,30831,308310,2,Y,No,45,2,3,80,3,13,1,3,12,10,10,12
12668,2008,6,11,16565,149085,3,Y,No,38,3,2,80,3,14,2,1,6,6,3,3
12669,1999,8,11,31119,186714,8,Y,No,28,4,1,80,1,23,4,3,11,5,8,4
12670,2014,7,5,10051,110561,3,Y,No,9,3,4,80,4,8,5,3,1,1,1,1
12671,1984,12,28,43232,734944,2,Y,Yes,31,1,3,80,4,38,2,4,14,13,3,12
12672,2016,12,5,17229,344580,5,Y,Yes,9,1,4,80,3,6,4,2,5,5,4,2
12673,2001,10,17,29017,696408,2,Y,Yes,20,2,1,80,2,21,5,3,7,6,5,2
12674,1991,3,21,34622,69244,4,Y,Yes,5,2,4,80,3,31,3,2,11,10,11,6
12675,2008,10,2,27671,553420,2,Y,Yes,38,3,1,80,1,14,5,3,1,1,1,1
12676,1995,11,5,21900,613200,8,Y,No,42,4,4,80,3,27,6,4,3,3,2,2
12677,1987,2,1,33252,166260,0,Y,Yes,31,1,2,80,4,35,3,4,7,5,2,3
12678,1982,5,14,6257,81341,3,Y,Yes,45,3,3,80,1,40,4,4,1,1,1,1
12679,2001,2,18,44265,221325,0,Y,Yes,21,3,4,80,2,21,6,3,17,6,8,4
12680,1985,2,27,37752,679536,0,Y,Yes,6,4,3,80,4,37,3,4,30,7,29,13
12681,2021,7,6,21253,212530,0,Y,No,17,2,4,80,4,1,2,2,1,1,1,1
12682,1999,2,11,50321,452889,7,Y,Yes,22,4,1,80,1,23,5,1,23,4,4,11
12683,2007,5,9,50837,1270925,6,Y,Yes,3,1,4,80,3,15,3,3,11,10,2,2
12684,2008,8,21,45641,958461,6,Y,No,39,4,3,80,2,14,3,4,4,2,3,1
12685,2019,3,20,27134,759752,1,Y,Yes,31,4,1,80,1,3,3,2,2,1,1,2
12686,1996,3,2,29530,354360,6,Y,No,3,1,4,80,2,26,6,2,8,4,1,6
12687,2002,4,22,24005,144030,0,Y,Yes,27,3,3,80,4,20,2,4,20,14,19,7
12688,2010,11,10,43074,430740,8,Y,Yes,26,3,1,80,3,12,6,4,2,2,2,2
12689,1999,3,17,44045,44045,1,Y,Yes,5,1,1,80,3,23,2,2,7,2,3,6
12690,2005,9,18,43172,302204,0,Y,No,17,2,3,80,2,17,6,2,7,3,4,1
12691,2001,12,25,42783,941226,0,Y,No,30,4,1,80,2,21,6,1,13,12,4,2
12692,2000,6,5,49677,496770,6,Y,No,44,2,4,80,4,22,4,4,16,13,5,15
12693,2019,10,9,39010,429110,8,Y,Yes,5,1,4,80,1,3,3,3,1,1,1,1
12694,1988,11,21,38829,388290,0,Y,Yes,6,1,3,80,3,34,2,1,33,33,33,27
12695,2007,12,17,34672,1040160,6,Y,Yes,28,3,1,80,3,15,6,2,12,2,10,10
12696,2012,8,3,25164,729756,0,Y,No,17,4,2,80,4,10,4,2,5,1,4,1
12697,2005,7,25,30277,423878,6,Y,No,46,3,4,80,4,17,2,1,9,6,6,5
12698,1999,12,21,36589,1024492,4,Y,No,35,2,2,80,4,23,3,2,8,8,8,1
12699,2018,12,25,34249,102747,0,Y,Yes,9,2,3,80,3,4,1,1,4,2,4,4
12700,1983,11,7,49805,597660,7,Y,Yes,35,2,1,80,1,39,4,1,32,4,1,8
12701,1987,5,16,27156,380184,7,Y,Yes,22,3,2,80,3,35,4,3,4,1,1,4
12702,2011,8,13,15771,362733,0,Y,Yes,17,2,3,80,2,11,6,3,11,10,7,8
12703,1994,8,4,4269,55497,2,Y,Yes,44,2,4,80,2,28,6,1,8,5,6,5
12704,2017,3,27,17396,487088,1,Y,No,33,3,3,80,1,5,1,3,4,1,2,1
12705,1992,3,12,32367,906276,8,Y,No,38,1,4,80,1,30,2,1,17,8,12,1
12706,2021,4,18,14140,395920,8,Y,No,47,3,1,80,3,1,6,4,1,1,1,1
12707,2011,3,8,19251,404271,5,Y,Yes,5,4,2,80,2,11,1,1,8,7,5,5
12708,2003,10,12,40726,895972,8,Y,No,34,3,4,80,4,19,5,3,2,1,2,1
12709,2015,2,3,6880,178880,5,Y,No,22,4,4,80,3,7,4,1,5,3,2,1
12710,2019,6,28,39629,554806,0,Y,Yes,6,3,3,80,3,3,1,1,1,1,1,1
12711,2001,2,28,11580,69480,6,Y,No,4,1,3,80,4,21,4,3,15,4,12,2
12712,2018,2,15,19549,430078,3,Y,No,5,4,1,80,4,4,1,4,3,2,3,2
12713,2017,10,26,47263,236315,3,Y,Yes,33,2,4,80,2,5,3,1,4,2,2,3
12714,1986,2,20,44552,801936,0,Y,No,19,1,1,80,2,36,3,2,24,9,20,15
12715,2007,8,12,30091,150455,3,Y,No,35,1,2,80,2,15,6,2,4,3,4,1
12716,2005,11,25,21050,547300,0,Y,No,27,3,4,80,4,17,1,4,13,6,7,7
12717,1992,3,28,25521,153126,7,Y,No,41,3,2,80,3,30,4,3,10,5,7,2
12718,2009,4,22,12330,295920,3,Y,No,29,2,4,80,3,13,6,1,9,5,4,9
12719,1985,3,24,11171,201078,8,Y,Yes,31,2,3,80,2,37,1,2,20,17,19,1
12720,1996,7,20,22812,296556,0,Y,No,20,3,4,80,4,26,6,4,6,2,4,1
12721,1985,7,18,41444,828880,8,Y,No,16,3,1,80,3,37,4,2,14,10,12,14
12722,2018,11,18,6706,134120,8,Y,No,39,2,3,80,1,4,5,4,2,1,1,2
12723,1999,4,20,12349,86443,5,Y,Yes,40,1,4,80,2,23,6,1,18,3,6,3
12724,2010,10,24,18290,402380,8,Y,Yes,43,2,3,80,4,12,6,3,12,4,8,1
12725,2020,4,23,37449,786429,2,Y,No,31,1,4,80,2,2,4,2,2,2,1,1
12726,1999,10,28,33461,334610,0,Y,Yes,4,2,3,80,1,23,3,3,7,5,1,4
12727,2002,7,4,8389,192947,7,Y,No,5,3,1,80,4,20,1,4,6,4,3,3
12728,2017,12,14,34775,69550,5,Y,Yes,44,3,4,80,3,5,6,1,4,4,2,1
12729,2021,1,9,25922,181454,6,Y,Yes,28,4,1,80,2,1,6,4,1,1,1,1
12730,1993,12,16,14640,366000,0,Y,No,46,3,1,80,1,29,2,4,26,12,7,11
12731,2010,1,8,49886,548746,4,Y,No,13,2,1,80,4,12,2,4,11,8,11,5
12732,2015,7,9,13867,374409,2,Y,Yes,28,2,3,80,1,7,4,3,5,5,5,1
12733,1995,11,27,29065,581300,3,Y,No,42,4,4,80,1,27,3,1,18,1,2,1
12734,2009,6,2,25263,126315,7,Y,No,31,1,3,80,2,13,3,1,12,1,10,11
12735,1987,4,18,34361,377971,1,Y,Yes,49,1,3,80,2,35,4,3,28,8,1,17
12736,2015,11,15,4439,26634,7,Y,Yes,44,2,3,80,2,7,4,4,2,2,2,1
12737,2016,9,13,31237,562266,1,Y,Yes,43,1,1,80,3,6,5,2,5,1,4,3
12738,2002,10,16,42548,170192,7,Y,Yes,49,2,3,80,1,20,1,3,20,5,17,6
12739,1994,2,9,39848,318784,4,Y,Yes,23,3,1,80,1,28,6,3,28,3,18,21
12740,2016,2,12,18110,126770,8,Y,Yes,18,1,1,80,3,6,1,3,5,3,1,5
12741,1989,2,27,43801,43801,1,Y,No,41,2,3,80,2,33,6,2,13,9,5,7
12742,2003,6,11,7632,152640,4,Y,No,22,2,1,80,1,19,6,4,9,2,7,5
12743,2017,12,25,20996,608884,4,Y,Yes,48,2,3,80,2,5,3,3,5,5,2,3
12744,2012,6,3,47209,566508,4,Y,Yes,19,1,3,80,4,10,2,2,3,1,1,1
12745,2007,6,13,32464,681744,7,Y,No,43,1,3,80,3,15,1,1,14,9,4,12
12746,2004,3,13,49782,746730,7,Y,Yes,6,1,1,80,1,18,4,1,13,2,8,4
12747,2014,6,19,17658,141264,0,Y,Yes,40,1,2,80,1,8,2,1,4,2,2,2
12748,1985,6,26,45250,543000,5,Y,No,16,3,1,80,4,37,5,2,31,11,10,17
12749,1985,8,8,7123,156706,8,Y,Yes,41,2,3,80,1,37,3,1,6,5,6,5
12750,1983,4,21,23122,531806,6,Y,Yes,24,4,3,80,2,39,2,1,30,5,11,17
12751,2004,12,4,25986,467748,2,Y,Yes,24,1,2,80,2,18,5,1,15,9,1,2
12752,2015,10,26,19896,437712,7,Y,No,20,3,4,80,2,7,4,3,1,1,1,1
12753,1993,5,3,24207,290484,5,Y,Yes,41,3,1,80,2,29,5,3,12,1,5,5
12754,2011,7,23,5848,40936,6,Y,No,46,3,1,80,4,11,4,1,2,1,1,1
12755,2019,11,22,32023,928667,6,Y,Yes,8,4,4,80,2,3,5,2,2,2,1,1
12756,2010,11,15,38428,345852,7,Y,Yes,16,1,4,80,3,12,6,3,8,5,6,8
12757,1985,5,17,1524,15240,7,Y,Yes,24,1,2,80,2,37,3,3,27,20,22,6
12758,2017,1,16,11944,191104,5,Y,Yes,43,3,3,80,3,5,3,4,4,3,3,2
12759,2004,3,6,7801,62408,0,Y,No,13,1,1,80,1,18,2,4,14,14,12,1
12760,1998,5,6,45717,502887,0,Y,No,28,2,2,80,1,24,4,3,8,4,8,4
12761,1998,5,5,45602,1140050,6,Y,No,6,4,1,80,3,24,6,3,9,6,9,5
12762,1989,10,23,15408,292752,2,Y,No,47,2,4,80,3,33,3,3,22,22,1,19
12763,1993,1,2,19931,378689,2,Y,No,24,1,2,80,1,29,6,2,4,3,1,3
12764,1996,9,7,44690,849110,2,Y,Yes,29,1,2,80,4,26,6,1,9,8,8,7
12765,1982,7,26,41532,581448,2,Y,No,17,1,4,80,2,40,6,1,26,8,18,12
12766,2011,6,25,36964,776244,5,Y,No,23,2,2,80,3,11,4,2,2,1,1,2
12767,1990,10,23,50695,608340,0,Y,No,41,1,1,80,4,32,2,2,6,1,5,2
12768,2002,6,13,39298,1021748,5,Y,No,28,4,1,80,1,20,4,1,12,1,5,11
12769,2012,8,24,5315,159450,4,Y,No,40,4,1,80,1,10,1,4,9,4,2,9
12770,1994,7,5,43283,302981,0,Y,No,10,1,1,80,3,28,2,2,26,22,4,3
12771,2004,12,19,31648,759552,7,Y,No,9,3,2,80,1,18,1,3,12,11,9,11
12772,2006,4,23,39988,399880,4,Y,Yes,7,2,3,80,3,16,6,1,8,4,5,4
12773,1984,4,1,48704,487040,2,Y,Yes,15,3,1,80,2,38,1,1,29,13,7,5
12774,2015,6,19,8704,43520,4,Y,No,16,4,1,80,1,7,1,3,7,1,7,1
12775,1993,3,20,39702,476424,4,Y,Yes,44,3,3,80,3,29,5,4,20,16,6,12
12776,1998,3,23,31668,823368,3,Y,No,33,4,3,80,1,24,6,1,19,14,10,16
12777,2007,1,8,6545,32725,7,Y,Yes,3,2,3,80,1,15,6,1,10,8,1,9
12778,1993,2,11,39448,670616,2,Y,Yes,32,1,3,80,3,29,1,2,25,11,10,15
12779,1993,10,2,5726,97342,2,Y,No,35,1,1,80,4,29,5,2,3,2,1,2
12780,2000,8,21,4179,8358,7,Y,No,19,1,2,80,3,22,2,3,21,20,19,2
12781,1994,5,6,26628,186396,3,Y,Yes,11,4,4,80,2,28,5,2,20,16,5,12
12782,2002,2,21,10342,124104,2,Y,Yes,8,2,1,80,3,20,2,3,14,1,9,4
12783,2006,10,18,35637,142548,2,Y,No,49,1,1,80,1,16,4,1,3,3,3,1
12784,2018,7,16,45263,814734,1,Y,Yes,10,2,4,80,3,4,3,3,3,2,1,1
12785,2000,9,17,22022,330330,4,Y,Yes,35,3,1,80,4,22,2,3,10,2,4,2
12786,2007,4,13,14035,224560,5,Y,Yes,35,1,1,80,3,15,5,1,8,3,6,2
12787,1990,4,28,43996,527952,8,Y,No,2,2,1,80,4,32,1,2,9,3,2,2
12788,2013,10,14,46030,1196780,0,Y,Yes,24,1,1,80,3,9,3,3,9,3,9,8
12789,1990,4,16,35925,1077750,5,Y,No,13,4,3,80,1,32,3,3,13,13,2,12
12790,2004,11,27,22714,45428,4,Y,Yes,48,1,4,80,3,18,2,4,9,7,2,1
12791,2001,5,16,50098,601176,4,Y,No,45,2,4,80,2,21,1,4,9,5,6,3
12792,1986,3,18,18927,75708,0,Y,Yes,6,4,2,80,4,36,1,1,8,8,4,6
12793,1994,11,5,19005,266070,6,Y,No,35,3,1,80,2,28,4,4,13,4,6,1
12794,2008,3,19,12331,320606,1,Y,No,37,1,4,80,4,14,5,4,5,4,2,4
12795,2011,4,27,36569,402259,8,Y,Yes,8,4,2,80,4,11,3,1,2,2,1,1
12796,2017,9,23,28210,394940,2,Y,Yes,49,2,3,80,2,5,4,2,2,2,1,2
12797,1982,7,9,19246,346428,4,Y,Yes,27,3,2,80,2,40,5,4,25,9,14,19
12798,2016,9,22,49312,641056,8,Y,Yes,19,4,4,80,2,6,1,4,5,4,4,2
12799,1988,3,6,20460,286440,0,Y,No,10,3,2,80,4,34,5,3,25,4,9,19
12800,2010,5,26,32909,230363,4,Y,Yes,21,1,4,80,3,12,3,2,7,2,7,2
12801,1995,1,25,34288,342880,2,Y,Yes,33,1,1,80,3,27,5,3,1,1,1,1
12802,2019,10,9,39782,994550,1,Y,Yes,28,2,2,80,1,3,2,2,3,2,1,1
12803,2007,3,20,36840,847320,0,Y,No,29,3,2,80,1,15,1,3,7,1,5,7
12804,1984,11,19,42298,1057450,8,Y,No,11,1,2,80,3,38,1,1,23,17,14,21
12805,1997,12,10,26274,446658,0,Y,No,26,1,3,80,4,25,6,2,10,3,8,8
12806,2017,3,15,41282,1238460,5,Y,No,12,3,1,80,3,5,4,2,4,4,4,3
12807,1997,5,22,34885,523275,6,Y,Yes,35,2,2,80,2,25,2,2,8,7,5,8
12808,2006,5,9,33863,575671,8,Y,Yes,34,2,4,80,2,16,3,1,16,16,15,4
12809,1992,9,17,49193,1082246,5,Y,Yes,16,2,4,80,2,30,6,4,3,3,1,3
12810,2017,2,9,36987,443844,5,Y,Yes,47,1,2,80,1,5,1,4,4,2,1,4
12811,1992,9,26,36482,656676,6,Y,Yes,39,3,4,80,1,30,6,4,30,15,23,28
12812,2020,6,1,33775,776825,3,Y,Yes,45,2,1,80,1,2,3,1,2,2,2,1
12813,2015,7,8,38723,503399,0,Y,No,31,4,3,80,3,7,1,3,4,4,1,1
12814,1985,9,24,22428,515844,7,Y,No,7,1,4,80,2,37,5,4,25,16,12,22
12815,2017,9,21,7313,51191,7,Y,Yes,48,1,4,80,2,5,1,4,4,1,3,1
12816,1997,1,27,9852,98520,0,Y,Yes,27,4,1,80,4,25,5,2,18,3,17,2
12817,1982,8,16,14575,58300,8,Y,Yes,4,2,4,80,4,40,1,3,19,19,3,11
12818,1987,3,11,4704,14112,7,Y,No,6,4,1,80,3,35,6,2,6,2,1,3
12819,1996,8,15,40453,40453,7,Y,Yes,40,2,3,80,4,26,3,4,6,3,1,1
12820,1989,1,26,27033,243297,8,Y,No,27,2,4,80,4,33,1,2,17,5,3,12
12821,1990,3,8,45338,589394,3,Y,Yes,28,1,1,80,3,32,3,4,3,3,3,3
12822,2000,3,2,14210,426300,4,Y,Yes,42,2,3,80,2,22,1,4,14,3,2,7
12823,2018,5,14,2464,14784,2,Y,Yes,43,4,4,80,3,4,5,4,3,1,2,2
12824,2013,1,20,15343,368232,7,Y,No,14,3,1,80,1,9,5,2,3,2,3,2
12825,1984,7,26,25820,232380,3,Y,Yes,21,3,3,80,4,38,6,4,27,4,23,16
12826,1991,6,14,28846,201922,2,Y,Yes,13,1,1,80,4,31,3,3,17,7,16,2
12827,1992,4,7,41989,41989,0,Y,No,35,1,2,80,2,30,3,1,26,2,17,18
12828,2010,10,23,50366,352562,6,Y,No,48,4,4,80,4,12,2,2,10,9,10,5
12829,1992,4,7,16894,405456,6,Y,Yes,1,2,2,80,2,30,3,3,3,2,2,2
12830,1987,3,20,10744,161160,5,Y,No,39,4,3,80,4,35,2,1,4,1,1,4
12831,2008,12,15,10843,173488,2,Y,No,0,2,3,80,4,14,2,2,11,7,5,9
12832,1989,9,8,46210,970410,3,Y,No,9,4,1,80,3,33,2,2,2,1,2,1
12833,2021,4,14,47844,1243944,6,Y,No,28,3,4,80,4,1,1,1,1,1,1,1
12834,2019,12,20,5482,87712,1,Y,No,1,4,1,80,3,3,4,2,1,1,1,1
12835,2008,7,14,47610,952200,7,Y,No,1,4,2,80,4,14,1,3,4,1,3,4
12836,2001,12,20,10977,208563,8,Y,Yes,41,3,1,80,1,21,3,3,13,3,12,4
12837,1984,8,22,31201,343211,2,Y,Yes,3,4,2,80,2,38,6,4,29,16,17,29
12838,2009,11,11,3804,34236,4,Y,Yes,34,4,2,80,1,13,5,3,13,9,11,10
12839,2014,12,20,23733,189864,2,Y,Yes,12,2,1,80,1,8,6,3,1,1,1,1
